current_handle,proposed_handle,current_url,proposed_url,swedish_detected,recommendation,execute_phase,status,title
gopro-hero6-stjarnfilter-snap-on,gopro-hero6-stjarnfilter-snap-on,/products/gopro-hero6-stjarnfilter-snap-on,/products/gopro-hero6-stjarnfilter-snap-on,NO,KEEP,6_REVIEW_ONLY,DRAFT,GoPro HERO6 Stjärnfilter för K tiva Effekter
dji-osmo-pocket-3-protection-sunnylife-op3-k990,dji-osmo-pocket-3-protection-sunnylife-op3-k990,/products/dji-osmo-pocket-3-protection-sunnylife-op3-k990,/products/dji-osmo-pocket-3-protection-sunnylife-op3-k990,NO,KEEP,6_REVIEW_ONLY,DRAFT,Osmo Pocket 3 skydd - Sunnylife Skyddsfodral för Osmo Pocket 3
handfaste-actionkamera-360-rotation,handmount-actionkamera-360-rotation,/products/handfaste-actionkamera-360-rotation,/products/handmount-actionkamera-360-rotation,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,360 Degree Rotation Glove - Handfäste för Actionkamera med 360
brustsele-for-actionkamera-extreme-sport-front-che,brustsele-for-actionkamera-extreme-sport-front-che,/products/brustsele-for-actionkamera-extreme-sport-front-che,/products/brustsele-for-actionkamera-extreme-sport-front-che,NO,KEEP,6_REVIEW_ONLY,DRAFT,Bröstsele för Extreme Sport Front Chest
cpl-linsfilter-gopro-hero6-hero5,cpl-linsfilter-gopro-hero6-hero5,/products/cpl-linsfilter-gopro-hero6-hero5,/products/cpl-linsfilter-gopro-hero6-hero5,NO,KEEP,6_REVIEW_ONLY,DRAFT,GoPro HERO6 CPL filter - CPL Linsfilter för GoPro HERO6 och HERO5
ruigpro-midjebalte-camera-mobil,ruigpro-midjebalte-camera-mobil,/products/ruigpro-midjebalte-camera-mobil,/products/ruigpro-midjebalte-camera-mobil,NO,KEEP,6_REVIEW_ONLY,DRAFT,"RUIGPRO Waist Belt Mount Strap, For Phone Gimbal Stabilizer, With Action Cameras Adapter, With Phone Clamp, With Phone Clamp & Selfie Stick, With Adapter & Selfie Stick"
amagisn-skyddsfodral-osmo-pocket-3,amagisn-protectionsfodral-osmo-pocket-3,/products/amagisn-skyddsfodral-osmo-pocket-3,/products/amagisn-protectionsfodral-osmo-pocket-3,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,aMagisn Osmo Pocket - AMagisn Skyddsfodral för DJI Osmo Pocket 3
mcuv-linsfilter-gopro-hero6-hero5,mcuv-linsfilter-gopro-hero6-hero5,/products/mcuv-linsfilter-gopro-hero6-hero5,/products/mcuv-linsfilter-gopro-hero6-hero5,NO,KEEP,6_REVIEW_ONLY,DRAFT,GoPro HERO6 MCUV filter - MCUV Linsfilter för GoPro HERO6 och HERO5
startrc-magnetfaste-actionkamera-pov-vy,startrc-magnetmount-actionkamera-pov-vy,/products/startrc-magnetfaste-actionkamera-pov-vy,/products/startrc-magnetmount-actionkamera-pov-vy,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,STARTRC Action Camera Magnetic - STARTRC Magnetfäste för Actionkamera
gopro-hero6-fargfilter-gul-rod,gopro-hero6-fargfilter-gul-rod,/products/gopro-hero6-fargfilter-gul-rod,/products/gopro-hero6-fargfilter-gul-rod,NO,KEEP,6_REVIEW_ONLY,DRAFT,GoPro HERO6 Färgfilter för Dykning och Snorkling
magnetfaste-dji-osmo-pocket-3-startrc,magnetmount-dji-osmo-pocket-3-startrc,/products/magnetfaste-dji-osmo-pocket-3-startrc,/products/magnetmount-dji-osmo-pocket-3-startrc,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Vikbart Magnetfäste för DJI Osmo Pocket 3 STARTRC
gopro-hero4-3-sports-action-waterproof-kamerahus,gopro-hero4-3-sports-action-waterproof-kamerahus,/products/gopro-hero4-3-sports-action-waterproof-kamerahus,/products/gopro-hero4-3-sports-action-waterproof-kamerahus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Vattentätt Kamerahus för GoPro HERO4 / 3+ Sports Action
jsr-snap-on-gradient-fargfilter-gopro,jsr-snap-on-gradient-fargfilter-gopro,/products/jsr-snap-on-gradient-fargfilter-gopro,/products/jsr-snap-on-gradient-fargfilter-gopro,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR Snap-on Gradient Color Linsfilter för GoPro HERO6/5
justerbar-brostsele-actionkamera-mobil,justerbar-brostsele-actionkamera-mobil,/products/justerbar-brostsele-actionkamera-mobil,/products/justerbar-brostsele-actionkamera-mobil,NO,KEEP,6_REVIEW_ONLY,DRAFT,Adjustable Body Fäste Belt - Justerbar Bröstsele för Actionkamera
puluz-magnetisk-brostsele-snabbfaste,puluz-magnetisk-brostsele-snabbmount,/products/puluz-magnetisk-brostsele-snabbfaste,/products/puluz-magnetisk-brostsele-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,PULUZ Magnetisk Bröstsele för Actionkameror
dji-osmo-pocket-3-amagisn-magnetfilterkit,dji-osmo-pocket-3-amagisn-magnetfilterkit,/products/dji-osmo-pocket-3-amagisn-magnetfilterkit,/products/dji-osmo-pocket-3-amagisn-magnetfilterkit,NO,KEEP,6_REVIEW_ONLY,DRAFT,dji filter pocket - Magnetiska Filter för DJI Osmo Pocket 3
cube-snap-on-dykfilter-gopro-hero4-3-plus,cube-snap-on-dykfilter-gopro-hero4-3-plus,/products/cube-snap-on-dykfilter-gopro-hero4-3-plus,/products/cube-snap-on-dykfilter-gopro-hero4-3-plus,NO,KEEP,6_REVIEW_ONLY,DRAFT,Cube Snap-on Dykfilter för GoPro
dji-osmo-pocket-3-adapter-expansionsfaste,dji-osmo-pocket-3-adapter-expansionsmount,/products/dji-osmo-pocket-3-adapter-expansionsfaste,/products/dji-osmo-pocket-3-adapter-expansionsmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Mångsidig DJI Osmo Pocket 3 Adapter för Kameratillbehör
puluz-magnetisk-handledsrem-camera,puluz-magnetisk-handledsrem-camera,/products/puluz-magnetisk-handledsrem-camera,/products/puluz-magnetisk-handledsrem-camera,NO,KEEP,6_REVIEW_ONLY,DRAFT,PULUZ Magnetisk Handledsrem för Actionkamera
sunnylife-fargglatt-gimbal-protection-dji-osmo-pocket-3,sunnylife-fargglatt-gimbal-protection-dji-osmo-pocket-3,/products/sunnylife-fargglatt-gimbal-protection-dji-osmo-pocket-3,/products/sunnylife-fargglatt-gimbal-protection-dji-osmo-pocket-3,NO,KEEP,6_REVIEW_ONLY,DRAFT,Sunnylife Colorful Gimbal - Sunnylife Färgglatt Gimbal Skydd för DJI
osmo-pocket-3-forvaring-skyddsfodral,osmo-pocket-3-storage-protectionsfodral,/products/osmo-pocket-3-forvaring-skyddsfodral,/products/osmo-pocket-3-storage-protectionsfodral,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Pocket 3 förvaring - Förvaringsväska för DJI Osmo Pocket 3
skarmskydd-xiaomi-4k-linsskydd,skarmprotection-xiaomi-4k-lens-protector,/products/skarmskydd-xiaomi-4k-linsskydd,/products/skarmprotection-xiaomi-4k-lens-protector,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Skärmskydd Xiaomi 4K med Linsskydd
puluz-magnetisk-huvudrem-snabbfaste,puluz-magnetisk-huvudrem-snabbmount,/products/puluz-magnetisk-huvudrem-snabbfaste,/products/puluz-magnetisk-huvudrem-snabbmount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,PULUZ Magnetisk Huvudrem för Actionkameror
actionkamera-forlangningsarm,actionkamera-forlangningsarm,/products/actionkamera-forlangningsarm,/products/actionkamera-forlangningsarm,NO,KEEP,6_REVIEW_ONLY,DRAFT,Actionkamera forlan - Aluminium Förlängningsarm för Actionkamera
brdrc-storage-bag-dji-osmo,brdrc-storage-bag-dji-osmo,/products/brdrc-storage-bag-dji-osmo,/products/brdrc-storage-bag-dji-osmo,NO,KEEP,6_REVIEW_ONLY,DRAFT,BRDRC Storage Case for DJI - BRDRC Förvaringsväska för DJI Osmo
puluz-magnetfast-ryggsacksklipp,puluz-magnetfast-ryggsacksklipp,/products/puluz-magnetfast-ryggsacksklipp,/products/puluz-magnetfast-ryggsacksklipp,NO,KEEP,6_REVIEW_ONLY,DRAFT,PULUZ magnetfäste - PULUZ Magnetiskt Snabbfäste för Ryggsäck
universal-selfiepinne-with-adapter-aluminium,universal-selfie-stick-with-adapter-aluminium,/products/universal-selfiepinne-with-adapter-aluminium,/products/universal-selfie-stick-with-adapter-aluminium,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Selfiepinne aluminium - Utdragbar Selfiepinne i Aluminium
osmo-pocket-3-lins-protec-solskydd,osmo-pocket-3-lins-protec-solprotection,/products/osmo-pocket-3-lins-protec-solskydd,/products/osmo-pocket-3-lins-protec-solprotection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"For DJI OSMO Pocket 3 BRDRC Sunshade Lens Protective Cover Hood, For DJI OSMO Pocket 3"
brostsele-with-quick-release-for-actionkamera,brostsele-with-quick-release-for-actionkamera,/products/brostsele-with-quick-release-for-actionkamera,/products/brostsele-with-quick-release-for-actionkamera,NO,KEEP,6_REVIEW_ONLY,DRAFT,Bröstsele med Quick Release för Actionkamera
sunnylife-op-x9208-type-c-kabel-dji-osmo-pocket,sunnylife-op-x9208-type-c-cable-dji-osmo-pocket,/products/sunnylife-op-x9208-type-c-kabel-dji-osmo-pocket,/products/sunnylife-op-x9208-type-c-cable-dji-osmo-pocket,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Sunnylife OP-X9208 Type-C Kabel för DJI Osmo Pocket
dji-pocket-3-bag-hardcase,dji-pocket-3-bag-hardcase,/products/dji-pocket-3-bag-hardcase,/products/dji-pocket-3-bag-hardcase,NO,KEEP,6_REVIEW_ONLY,DRAFT,Skydda din DJI Pocket 3 med en Smidig Väska
dji-pocket-3-bkano-hart-skal,dji-pocket-3-bkano-hart-shell,/products/dji-pocket-3-bkano-hart-skal,/products/dji-pocket-3-bkano-hart-shell,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Pocket 3 BKANO Hard Shell - Robust Hårt Skal för DJI Pocket
osmo-pocket-3-axelvaska,osmo-pocket-3-axelbag,/products/osmo-pocket-3-axelvaska,/products/osmo-pocket-3-axelbag,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Pocket 3 Axelväska för Säker Förvaring
sunnylife-xd742-360-graders-universal-brostsele,sunnylife-xd742-360-graders-universal-brostsele,/products/sunnylife-xd742-360-graders-universal-brostsele,/products/sunnylife-xd742-360-graders-universal-brostsele,NO,KEEP,6_REVIEW_ONLY,DRAFT,Sunnylife XD742 360 Degree - Sunnylife XD742 360 Graders
fyllnadsljus-for-dji-osmo-pocket-3-jsr-fixed,fyllnadsljus-for-dji-osmo-pocket-3-jsr-fixed,/products/fyllnadsljus-for-dji-osmo-pocket-3-jsr-fixed,/products/fyllnadsljus-for-dji-osmo-pocket-3-jsr-fixed,NO,KEEP,6_REVIEW_ONLY,DRAFT,Avancerat Fyllnadsljus för DJI Osmo Pocket 3 JSR Fixed
flexible-arm-desktop-rod-action-camera-phone-holde,flexible-arm-desktop-rod-action-camera-phone-holde,/products/flexible-arm-desktop-rod-action-camera-phone-holde,/products/flexible-arm-desktop-rod-action-camera-phone-holde,NO,KEEP,6_REVIEW_ONLY,DRAFT,Flexible Arm Desktop Rod Action Camera Phone Holder Stand för Flexibel
osmo-pocket-3-amazear-skyddsfodral-allt-i-ett,osmo-pocket-3-amazear-protectionsfodral-allt-i-ett,/products/osmo-pocket-3-amazear-skyddsfodral-allt-i-ett,/products/osmo-pocket-3-amazear-protectionsfodral-allt-i-ett,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Pocket all - Amazear Skyddsfodral för Osmo Pocket 3
ruigpro-handhallet-selfiestick-minipod-tripod-acti,ruigpro-handhallet-selfiestick-minipod-tripod-acti,/products/ruigpro-handhallet-selfiestick-minipod-tripod-acti,/products/ruigpro-handhallet-selfiestick-minipod-tripod-acti,NO,KEEP,6_REVIEW_ONLY,DRAFT,Handhållet Selfiestick för Actionkameror
osmo-action-fargfilter-rund-linsfilter,osmo-action-fargfilter-rund-linsfilter,/products/osmo-action-fargfilter-rund-linsfilter,/products/osmo-action-fargfilter-rund-linsfilter,NO,KEEP,6_REVIEW_ONLY,DRAFT,Runda Osmo Action Färgfilter för Kameran
osmo-action-dykfilter-red,osmo-action-dykfilter-red,/products/osmo-action-dykfilter-red,/products/osmo-action-dykfilter-red,NO,KEEP,6_REVIEW_ONLY,DRAFT,Osmo Action Dykfilter Red för Klara Undervattensbilder
kameralinsfilter-dji-osmo-pocket-3,kameralinsfilter-dji-osmo-pocket-3,/products/kameralinsfilter-dji-osmo-pocket-3,/products/kameralinsfilter-dji-osmo-pocket-3,NO,KEEP,6_REVIEW_ONLY,DRAFT,DJI Osmo Pocket 3 Camera Lens - Kameralinsfilter för DJI Osmo Pocket 3
ruigpro-mc-styre-action-faste,ruigpro-mc-styre-action-mount,/products/ruigpro-mc-styre-action-faste,/products/ruigpro-mc-styre-action-mount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,RUIGPRO MC-styre action - RUIGPRO MC-Styre Fäste för Mobil
batteriskydd-dji-air-2-4,batteryprotection-dji-air-2-4,/products/batteriskydd-dji-air-2-4,/products/batteryprotection-dji-air-2-4,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Batteriskydd DJI Air 2  - Optimalt Batteriskydd för DJI Air 2
puluz-flexibelt-ministativ-kulled-mobil-camera,puluz-flexibelt-mini-tripod-kulled-mobil-camera,/products/puluz-flexibelt-ministativ-kulled-mobil-camera,/products/puluz-flexibelt-mini-tripod-kulled-mobil-camera,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Flexibelt Ministativ från PULUZ med Kulled
dji-mavic-2-mini-flottor-landningsstall,dji-mavic-2-mini-flottor-landing-gear,/products/dji-mavic-2-mini-flottor-landningsstall,/products/dji-mavic-2-mini-flottor-landing-gear,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,DJI Mavic 2 Mini Flottör för Säker Vatten Landning
jsr-nd64-dronarfilter-dji-mavic-2-pro,jsr-nd64-dronefilter-dji-mavic-2-pro,/products/jsr-nd64-dronarfilter-dji-mavic-2-pro,/products/jsr-nd64-dronefilter-dji-mavic-2-pro,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JSR ND64 Drönarfilter för DJI Mavic 2 Pro
flymile-utdragbart-ministativ-1-4-tum,flymile-utdragbart-mini-tripod-1-4-tum,/products/flymile-utdragbart-ministativ-1-4-tum,/products/flymile-utdragbart-mini-tripod-1-4-tum,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Flymile Extendable Mini Tripod - Flymile Utdragbart Ministativ
jsr-nd32-filter-mavic-2-pro-drones,jsr-nd32-filter-mavic-2-pro-drones,/products/jsr-nd32-filter-mavic-2-pro-drones,/products/jsr-nd32-filter-mavic-2-pro-drones,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR ND32-filter för DJI Mavic 2 Pro Drönare
ruigpro-mc-styre-faste-aluminium,ruigpro-mc-styre-mount-aluminium,/products/ruigpro-mc-styre-faste-aluminium,/products/ruigpro-mc-styre-mount-aluminium,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,RUIGPRO MC-styre Fäste för Actionkameror
jsr-nd8-mavic-2-pro-linsfilter,jsr-nd8-mavic-2-pro-linsfilter,/products/jsr-nd8-mavic-2-pro-linsfilter,/products/jsr-nd8-mavic-2-pro-linsfilter,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR ND8 Linsfilter till DJI Mavic 2 Pro
jsr-nd16-dronarfilter-dji-mavic-2-pro,jsr-nd16-dronefilter-dji-mavic-2-pro,/products/jsr-nd16-dronarfilter-dji-mavic-2-pro,/products/jsr-nd16-dronefilter-dji-mavic-2-pro,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JSR ND16 Lins Filter till DJI MAVIC 2 Pro
jsr-nd4-linsfilter-dji-mavic-2-pro-drones,jsr-nd4-linsfilter-dji-mavic-2-pro-drones,/products/jsr-nd4-linsfilter-dji-mavic-2-pro-drones,/products/jsr-nd4-linsfilter-dji-mavic-2-pro-drones,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR ND4 Linsfilter för DJI Mavic
jsr-drones-uv-linsfilter-dji-mavic-2-pro,jsr-drones-uv-linsfilter-dji-mavic-2-pro,/products/jsr-drones-uv-linsfilter-dji-mavic-2-pro,/products/jsr-drones-uv-linsfilter-dji-mavic-2-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR UV Linsfilter till  DJI Mavic
puluz-6-i-1-skyddssats-osmo-pocket-3,puluz-6-i-1-protectionssats-osmo-pocket-3,/products/puluz-6-i-1-skyddssats-osmo-pocket-3,/products/puluz-6-i-1-protectionssats-osmo-pocket-3,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Pocket handl - PULUZ 6-i-1 Skyddssats för Osmo Pocket 3 Kamera
jsr-mavic-2-pro-cpl-linsfilter,jsr-mavic-2-pro-cpl-linsfilter,/products/jsr-mavic-2-pro-cpl-linsfilter,/products/jsr-mavic-2-pro-cpl-linsfilter,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR Mavic 2 Pro CPL Linsfilter för Optimal Bildkvalitet
osmo-pocket-3-storage-bag-brdrc,osmo-pocket-3-storage-bag-brdrc,/products/osmo-pocket-3-storage-bag-brdrc,/products/osmo-pocket-3-storage-bag-brdrc,NO,KEEP,6_REVIEW_ONLY,DRAFT,For DJI OSMO POCKET 3 BRDRC Portable Storage Safety Carrying Case
jsr-drone-stjarnfilter-dji-mavic-2-pro,jsr-drone-stjarnfilter-dji-mavic-2-pro,/products/jsr-drone-stjarnfilter-dji-mavic-2-pro,/products/jsr-drone-stjarnfilter-dji-mavic-2-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR STAR Effect Lins Filter till DJI MAVIC 2 Pro
jsr-drone-gradient-gnd4-linsfilter-dji-mavic-2-pro,jsr-drone-gradient-gnd4-linsfilter-dji-mavic-2-pro,/products/jsr-drone-gradient-gnd4-linsfilter-dji-mavic-2-pro,/products/jsr-drone-gradient-gnd4-linsfilter-dji-mavic-2-pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR Gradient GND4 Linsfilter till Mavic 2 Pro
jsr-drone-gradient-gnd8-linsfilter-mavic2pro,jsr-drone-gradient-gnd8-linsfilter-mavic2pro,/products/jsr-drone-gradient-gnd8-linsfilter-mavic2pro,/products/jsr-drone-gradient-gnd8-linsfilter-mavic2pro,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR Gradient GND8 Linsfilter till DJI Mavic 2 Pro
jsr-dronarfilter-gradient-gnd16-lens-dji-mavic-2-p,jsr-dronefilter-gradient-gnd16-lens-dji-mavic-2-p,/products/jsr-dronarfilter-gradient-gnd16-lens-dji-mavic-2-p,/products/jsr-dronefilter-gradient-gnd16-lens-dji-mavic-2-p,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JSR Drönarfilter Gradient GND16
dji-bag-handheld-osmo-pocket-3-forvaring,dji-bag-handheld-osmo-pocket-3-storage,/products/dji-bag-handheld-osmo-pocket-3-forvaring,/products/dji-bag-handheld-osmo-pocket-3-storage,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Skyddande DJI Väska Handheld för Osmo Pocket 3
jsr-drone-gradient-gnd32-linsfilter-dji-mavic-2-pr,jsr-drone-gradient-gnd32-linsfilter-dji-mavic-2-pr,/products/jsr-drone-gradient-gnd32-linsfilter-dji-mavic-2-pr,/products/jsr-drone-gradient-gnd32-linsfilter-dji-mavic-2-pr,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR GND32 Gradient Linsfilter till DJI Mavic 2 Pro
jsr-gnd-filter-mavic-dronarfilter,jsr-gnd-filter-mavic-dronefilter,/products/jsr-gnd-filter-mavic-dronarfilter,/products/jsr-gnd-filter-mavic-dronefilter,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JSR GND Filter – Gradientfilter till DJI Mavic 2 Pro
jsr-drone-4-i-1-gradientfilter,jsr-drone-4-i-1-gradientfilter,/products/jsr-drone-4-i-1-gradientfilter,/products/jsr-drone-4-i-1-gradientfilter,NO,KEEP,6_REVIEW_ONLY,DRAFT,JSR Drone 4-i-1 Gradientfilter till DJI Mavic 2 Pro
puluz-motorcykelfaste-aluminium-actionkamera,puluz-motorcykelmount-aluminium-actionkamera,/products/puluz-motorcykelfaste-aluminium-actionkamera,/products/puluz-motorcykelmount-aluminium-actionkamera,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,PULUZ Motorcykelfäste för Actionkameror
brdrc-protective-bag-dji-osmo-pocket-3,brdrc-protective-bag-dji-osmo-pocket-3,/products/brdrc-protective-bag-dji-osmo-pocket-3,/products/brdrc-protective-bag-dji-osmo-pocket-3,NO,KEEP,6_REVIEW_ONLY,DRAFT,BRDRC Skyddsväska för DJI Osmo Pocket 3
jsr-dronarfilter-nd4-nd8-nd16-dji-mavic-2-pro,jsr-dronefilter-nd4-nd8-nd16-dji-mavic-2-pro,/products/jsr-dronarfilter-nd4-nd8-nd16-dji-mavic-2-pro,/products/jsr-dronefilter-nd4-nd8-nd16-dji-mavic-2-pro,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,JSR Drönarfilter ND4+ND8+ND16 3 i 1
puluz-kulledsfaste-actionkamera-aluminium,puluz-kulledsmount-actionkamera-aluminium,/products/puluz-kulledsfaste-actionkamera-aluminium,/products/puluz-kulledsmount-actionkamera-aluminium,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Kulledsfäste actionkamera - PULUZ Kulledsfäste för Actionkamera
mc-faste-actionkamera-metall,mc-mount-actionkamera-metall,/products/mc-faste-actionkamera-metall,/products/mc-mount-actionkamera-metall,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,MC-fäste actionkamera - MC-fäste för Actionkamera i Metall
puluz-cykelstyre-faste-actionkamera-forlangt-faste,puluz-cykelstyre-mount-actionkamera-forlangt-mount,/products/puluz-cykelstyre-faste-actionkamera-forlangt-faste,/products/puluz-cykelstyre-mount-actionkamera-forlangt-mount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,PULUZ Cykelstyre Fäste för Actionkameror
puluz-blixtskoadapter-1-4-tum,puluz-blixtskoadapter-1-4-tum,/products/puluz-blixtskoadapter-1-4-tum,/products/puluz-blixtskoadapter-1-4-tum,NO,KEEP,6_REVIEW_ONLY,DRAFT,PULUZ Blixtskoadapter 1/4 tum för Kameror
sunnylife-magnetfaste-1-4-adapter-kallsko-osmo-poc,sunnylife-magnetmount-1-4-adapter-kallsko-osmo-poc,/products/sunnylife-magnetfaste-1-4-adapter-kallsko-osmo-poc,/products/sunnylife-magnetmount-1-4-adapter-kallsko-osmo-poc,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Osmo Pocket 3 fäste - Sunnylife Magnetfäste med Kallsko för Osmo
puluz-kolfiber-monopod-forlangningsstang-gimbal-35,puluz-kolfiber-monopod-forlangningsstang-gimbal-35,/products/puluz-kolfiber-monopod-forlangningsstang-gimbal-35,/products/puluz-kolfiber-monopod-forlangningsstang-gimbal-35,NO,KEEP,6_REVIEW_ONLY,DRAFT,PULUZ Kolfiber Monopod för Gimbalförlängning
puluz-gopro-max-skyddsbur-aluminiumlegering,puluz-gopro-max-protectionsbur-aluminiumlegering,/products/puluz-gopro-max-skyddsbur-aluminiumlegering,/products/puluz-gopro-max-protectionsbur-aluminiumlegering,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,PULUZ GoPro Max Skyddsbur i Aluminiumlegering
gopro-max-silikonskal-dual-linsskydd,gopro-max-silicone-case-dual-lens-protector,/products/gopro-max-silikonskal-dual-linsskydd,/products/gopro-max-silicone-case-dual-lens-protector,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro Max silikonskal - Komplett Skyddspaket för GoPro Max
gopro-fusion-skyddsbur-aluminium,gopro-fusion-protectionsbur-aluminium,/products/gopro-fusion-skyddsbur-aluminium,/products/gopro-fusion-protectionsbur-aluminium,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro Fusion Skyddsbur i Aluminium
linsskydd-gopro-max,lens-protector-gopro-max,/products/linsskydd-gopro-max,/products/lens-protector-gopro-max,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,linsskydd GoPro Max - Skydda din GoPro Max med ett effektivt linsskydd
flytskum-actionkamera-sjalvhaftande-faste,flytskum-actionkamera-sjalvhaftande-mount,/products/flytskum-actionkamera-sjalvhaftande-faste,/products/flytskum-actionkamera-sjalvhaftande-mount,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Flytskum actionkamera - Flytskum för Actionkamera med Självhäftande
puluz-waterproof-dykfodral-gopro-max,puluz-waterproof-dykfodral-gopro-max,/products/puluz-waterproof-dykfodral-gopro-max,/products/puluz-waterproof-dykfodral-gopro-max,NO,KEEP,6_REVIEW_ONLY,DRAFT,Gopro MAX vattentät - PULUZ Vattentätt Dykfodral för GoPro MAX
gopro-hero13-skyddsbur-aluminium-uv-lins,gopro-hero13-protectionsbur-aluminium-uv-lins,/products/gopro-hero13-skyddsbur-aluminium-uv-lins,/products/gopro-hero13-protectionsbur-aluminium-uv-lins,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro HERO13 Skyddsbur i Aluminium med UV-lins
gopro-hero9-13-skyddsfodral-aluminium-uv-lins,gopro-hero9-13-protectionsfodral-aluminium-uv-lins,/products/gopro-hero9-13-skyddsfodral-aluminium-uv-lins,/products/gopro-hero9-13-protectionsfodral-aluminium-uv-lins,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro Hero13 Tillbehör - Skyddsfodral för GoPro Hero9-13 i Aluminium
puluz-gopro-linsskydd-hero12-svart,puluz-gopro-lens-protector-hero12-svart,/products/puluz-gopro-linsskydd-hero12-svart,/products/puluz-gopro-lens-protector-hero12-svart,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,PULUZ GoPro linsskydd - PULUZ Linsskydd för GoPro HERO12 Svart
gopro-batterilucka-metall-puluz,gopro-batterylucka-metall-puluz,/products/gopro-batterilucka-metall-puluz,/products/gopro-batterylucka-metall-puluz,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,"PULUZ Metal Battery Side Interface Cover for GoPro HERO13 Black /12 Black /11 Black /10 Black /9 Black, Metal Plastic Side Cover"
puluz-skarmskydd-osmo-pocket-2-hartat-glas,puluz-skarmprotection-osmo-pocket-2-hartat-glas,/products/puluz-skarmskydd-osmo-pocket-2-hartat-glas,/products/puluz-skarmprotection-osmo-pocket-2-hartat-glas,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,Skärmskydd Osmo Pocket 2 – Härdat Glas
gopro-hero12-vindskydd,gopro-hero12-vindprotection,/products/gopro-hero12-vindskydd,/products/gopro-hero12-vindprotection,YES,RENAME_POST_LAUNCH,6_REVIEW_ONLY,DRAFT,GoPro HERO12 Vindskydd för Bättre Ljudkvalitet
